player_id,player_name,archetype,season,team,games_played,minutes,points,rebounds,assists,steals,blocks,fg_pct,fg3_pct,ft_pct
220,Jonathan Park,regular,2019-20,KeyBoardWarriors,27,30.2,2.6,1.6,0.9,0.4,0.4,0.44,0.283,0.658
221,Zachary Richardson,elite_playmaker,2019-20,KeyBoardWarriors,64,24.1,20.7,6.0,8.5,1.7,0.6,0.446,0.391,0.861
222,Richard Harris,regular,2019-20,LutammS,58,33.2,5.0,3.6,2.4,0.8,0.5,0.453,0.304,0.687
223,Craig Morse,regular,2019-20,HtmlERS,26,32.7,8.6,6.2,4.7,1.2,0.5,0.473,0.347,0.761
224,Danielle Jackson,regular,2019-20,SkyBirds,42,17.2,10.8,3.0,,0.4,0.8,0.478,0.338,0.789
225,Linda Lopez,regular,2019-20,SparkiFY,59,18.1,7.5,2.9,1.4,0.3,0.4,0.471,0.303,0.784
226,Eileen Willis,regular,2019-20,SparkiFY,75,19.5,10.3,5.0,4.3,1.4,0.6,0.487,0.307,0.821
227,Laura Gutierrez,regular,2019-20,KeyBoardWarriors,64,28.0,5.1,3.6,1.8,0.3,0.8,0.474,0.319,0.684
228,Stephanie Ball,regular,2019-20,LutammS,79,31.9,14.3,7.4,3.1,1.0,1.0,0.441,0.342,0.716
229,Shane Martinez,regular,2019-20,LutammS,79,24.3,,2.1,1.7,0.2,0.4,0.397,0.318,0.689
230,Jonathan Anderson,regular,2019-20,VBADragons,79,20.4,11.2,3.0,2.0,,0.7,0.419,0.308,0.689
231,Adriana Shaffer,regular,2019-20,BIsupremE,50,24.9,14.4,5.0,2.4,0.6,0.9,0.476,0.365,0.768
232,Judy Walsh,regular,2019-20,BIsupremE,78,25.3,3.7,,1.1,0.6,0.2,0.437,0.275,0.617
233,Ronald Ramirez,regular,2019-20,UnitedWeCode,63,20.0,4.9,1.0,1.4,0.6,0.4,0.355,0.326,0.688
234,Linda Lambert,regular,2019-20,SparkiFY,72,24.6,7.3,4.8,2.2,0.8,0.2,0.414,0.328,0.679
235,Elizabeth Grant,regular,2019-20,SkyBirds,68,34.4,7.1,,1.9,0.6,0.6,0.386,0.339,0.668
236,Krystal Chapman,regular,2019-20,UnitedWeCode,67,32.5,13.4,4.8,3.9,1.7,0.9,0.492,0.361,0.706
237,Jose Brooks,regular,2019-20,VBADragons,49,22.2,8.8,2.4,2.7,0.6,0.5,0.409,0.282,
238,Kyle Carter,regular,2019-20,BIsupremE,26,29.8,6.7,3.9,2.8,0.4,0.3,0.457,0.344,0.78
239,Rachel Dawson,regular,2019-20,UnitedWeCode,47,32.3,10.8,7.1,4.8,1.5,1.0,0.492,0.347,0.775
240,Christina Hayes,regular,2019-20,KeyBoardWarriors,82,29.3,7.9,3.7,1.2,1.1,0.4,0.418,0.358,0.745
241,Todd Garcia,elite_scorer,2019-20,VBADragons,57,32.6,23.1,3.3,6.0,0.3,0.1,0.636,0.375,0.848
242,Thomas Matthews,regular,2019-20,KeyBoardWarriors,53,34.7,6.8,4.9,2.7,1.2,0.7,0.393,0.331,0.691
243,Michael Hunter,regular,2019-20,LutammS,55,27.4,4.2,1.2,1.9,0.5,0.4,0.392,0.263,
244,Yvette Durham,regular,2019-20,BIsupremE,40,22.7,14.5,7.5,3.0,0.9,0.7,0.474,0.3,0.706
245,Chase Shah,regular,2019-20,UnitedWeCode,59,15.2,6.0,1.4,1.4,0.5,0.5,0.359,0.314,0.609
246,Laura Burnett,regular,2019-20,LutammS,74,33.9,15.9,3.4,3.6,,,0.496,0.325,0.825
247,Linda Clark,regular,2019-20,SparkiFY,53,28.7,5.6,3.7,3.0,0.7,0.4,0.471,0.326,0.737
248,David May,regular,2019-20,UnitedWeCode,45,18.0,12.6,6.4,3.5,1.5,1.1,0.424,0.378,0.833
249,Maria Garcia,regular,2019-20,UnitedWeCode,58,23.5,8.1,4.1,2.0,0.5,0.3,0.435,0.284,0.794
250,Alexis Arroyo,regular,2019-20,HtmlERS,58,16.5,11.3,4.9,1.2,1.0,0.3,0.466,0.318,0.733
251,Renee Green,regular,2019-20,VBADragons,53,35.6,15.6,3.3,5.0,0.9,0.4,0.432,0.363,0.765
252,Maria Evans,regular,2019-20,VBADragons,23,19.5,5.2,4.6,1.7,1.1,0.3,0.436,0.282,0.658
253,Mckenzie Smith,regular,2019-20,LutammS,78,37.7,11.9,3.3,3.6,1.0,0.3,0.465,0.316,0.704
254,Charlene Walker,elite_playmaker,2019-20,VBADragons,37,14.9,21.0,6.7,9.6,1.4,0.3,0.489,0.376,0.881
255,Cynthia Johnson,regular,2019-20,VBADragons,39,25.3,6.1,2.5,1.8,0.7,0.6,0.435,0.349,0.708
256,Deborah Garcia,regular,2019-20,BIsupremE,57,13.1,12.0,3.1,3.4,0.8,1.0,0.493,0.348,0.847
257,Scott Jones,regular,2019-20,KeyBoardWarriors,75,23.1,7.5,2.7,0.8,0.4,0.3,0.423,0.289,0.677
258,Patrick Moore,regular,2019-20,SparkiFY,50,26.7,8.8,7.5,2.0,1.1,,0.408,0.309,0.724
259,Mark Harrison,regular,2019-20,KeyBoardWarriors,52,15.8,14.7,7.2,3.3,1.0,0.8,0.511,0.365,0.794
260,Donna Schultz,regular,2019-20,HtmlERS,79,19.8,14.2,3.9,3.6,1.6,0.8,0.492,0.347,0.701
261,Alexandra Farrell,regular,2019-20,SkyBirds,58,15.5,6.6,2.3,1.9,,0.4,0.47,0.294,0.73
262,Robert Thomas,regular,2019-20,KeyBoardWarriors,34,22.0,9.9,3.2,4.0,1.6,1.2,0.426,0.355,0.836
263,Gina Howard,regular,2019-20,VBADragons,75,14.0,14.4,7.3,3.4,1.7,0.8,0.502,0.338,
264,Sarah Price,regular,2019-20,BIsupremE,47,14.2,11.1,2.6,1.6,1.1,0.8,0.476,0.29,
265,Alexander Cooper,regular,2019-20,BIsupremE,32,32.8,,4.6,2.5,0.7,0.5,0.468,0.355,0.685
266,Susan Woods,regular,2019-20,HtmlERS,29,25.1,14.1,6.7,4.6,1.1,0.6,0.504,0.308,0.821
267,Mackenzie Richardson,regular,2019-20,LutammS,81,14.1,8.2,2.4,1.7,,0.4,,0.326,0.659
268,Charlene Jones,regular,2019-20,SkyBirds,70,13.3,10.9,4.9,1.6,0.9,0.8,0.465,0.345,0.783
269,James Garcia,regular,2019-20,UnitedWeCode,76,23.9,7.5,3.4,1.3,0.3,0.7,0.451,0.299,0.746
270,Richard Morris,elite_scorer,2019-20,VBADragons,38,22.2,34.5,3.6,5.6,1.1,0.9,0.555,0.359,0.859
271,Angela Banks,regular,2019-20,VBADragons,22,25.8,5.6,3.8,1.0,0.8,0.5,0.41,0.309,0.733
272,John Adams,regular,2019-20,SkyBirds,51,27.6,10.8,4.0,1.0,0.6,0.3,0.461,0.281,0.749
273,Angel Martinez,regular,2019-20,VBADragons,66,13.6,9.9,7.8,2.6,0.5,0.9,0.514,0.321,0.706
274,Patrick Nolan,regular,2019-20,SkyBirds,53,25.0,8.6,7.2,4.6,1.8,0.5,0.505,0.376,
275,Jacob Russell,regular,2019-20,UnitedWeCode,35,23.6,8.5,6.7,2.1,1.4,0.9,0.501,0.367,0.703
276,Alexander Chapman,regular,2019-20,HtmlERS,54,32.5,15.8,3.1,,1.2,0.9,0.449,0.352,0.759
277,Robert Rivera,elite_playmaker,2019-20,KeyBoardWarriors,23,14.0,22.3,3.2,9.6,2.5,0.9,0.501,0.403,0.87
278,Peter Nelson,elite_defender,2019-20,SkyBirds,48,12.3,10.8,9.4,2.6,1.9,1.5,0.519,0.361,0.794
279,Ricky Lopez,regular,2019-20,LutammS,28,16.8,7.0,4.0,3.0,0.7,0.4,0.474,0.336,0.767
280,Jennifer Fitzpatrick,regular,2019-20,SkyBirds,24,36.3,12.6,3.7,4.2,0.7,0.3,0.433,0.365,
281,Rebecca Richardson,regular,2019-20,BIsupremE,44,32.3,10.5,5.9,,1.8,0.5,0.424,0.354,0.797
282,Alexander Mack,regular,2019-20,KeyBoardWarriors,67,16.1,8.5,6.9,4.1,0.6,1.1,0.506,0.351,0.78
283,Steven Gardner,regular,2019-20,VBADragons,48,30.8,11.0,3.5,1.8,0.9,0.3,0.434,0.334,0.692
284,Diana Cain,elite_playmaker,2019-20,LutammS,33,35.1,16.5,4.2,8.2,1.0,0.3,0.447,0.355,0.827
285,April Hamilton,elite_scorer,2019-20,KeyBoardWarriors,31,25.5,34.6,1.5,5.1,0.7,0.1,,0.402,0.849
286,David Williams,regular,2019-20,VBADragons,81,23.2,17.3,3.9,3.5,1.5,0.7,0.501,0.351,0.753
287,Gabriel Moore,regular,2019-20,VBADragons,34,26.4,,3.5,2.2,0.9,0.3,0.507,0.335,0.792
288,Shelley Knight,elite_scorer,2019-20,VBADragons,79,19.5,25.0,2.1,,1.7,,0.588,0.412,0.871
289,Anthony Flores,regular,2019-20,LutammS,58,36.2,10.0,3.5,3.9,1.7,1.0,0.484,0.325,0.822
290,Robert Davenport,regular,2019-20,HtmlERS,43,33.2,3.9,3.9,1.2,0.7,0.4,0.43,0.309,0.71
291,Robert Payne,regular,2019-20,SkyBirds,23,37.6,5.1,4.9,2.8,1.0,0.5,0.412,0.357,0.737
292,Joseph Morris,regular,2019-20,SkyBirds,63,19.2,6.7,2.0,0.6,0.6,0.5,0.361,0.323,0.647
293,Christopher Logan,regular,2019-20,SparkiFY,43,17.0,7.7,1.3,0.6,0.3,0.5,0.361,0.275,0.609
294,Tracy Simon,elite_playmaker,2019-20,BIsupremE,50,17.5,,4.3,8.6,2.4,0.1,0.527,0.405,0.859
295,Ashley Davis,regular,2019-20,BIsupremE,78,37.2,6.1,2.2,1.4,1.1,0.6,0.43,0.353,0.714
296,Joseph Flores,regular,2019-20,HtmlERS,27,31.3,4.5,3.2,,0.2,0.5,0.367,0.305,0.719
297,Krista Reed,regular,2019-20,KeyBoardWarriors,33,25.7,16.7,7.3,,0.7,1.1,0.497,0.341,0.745
298,Tammy Hogan,elite_playmaker,2019-20,LutammS,33,15.2,15.3,,8.6,2.1,0.6,0.515,0.362,0.859
299,Hannah Schmidt,regular,2019-20,KeyBoardWarriors,33,37.0,7.0,4.3,1.8,1.2,0.7,0.455,0.344,0.761
300,Heather Morgan,regular,2019-20,VBADragons,66,17.5,12.1,5.1,,1.1,1.1,0.455,0.364,0.823
301,Curtis Garrison,regular,2019-20,SparkiFY,61,36.2,15.7,6.7,3.7,0.9,0.5,0.448,,0.794
302,Stephen Mullen,regular,2019-20,VBADragons,55,31.7,17.9,4.8,4.3,1.5,0.3,0.487,,0.821
303,Jessica Andrews,regular,2019-20,SparkiFY,67,15.8,4.2,3.5,1.0,,0.4,0.443,0.261,0.643
304,Ronald Parks,regular,2019-20,BIsupremE,47,21.6,2.6,2.4,1.7,0.6,0.3,0.413,0.255,0.648
305,John Gomez,elite_scorer,2019-20,VBADragons,73,35.5,,7.1,5.0,0.5,0.1,0.491,0.382,0.838
306,Luis Cardenas,regular,2019-20,SparkiFY,35,22.8,12.9,6.3,4.7,1.6,0.6,0.418,0.356,0.7
307,Angel Gomez,regular,2019-20,VBADragons,72,24.9,10.2,4.3,1.4,0.8,0.8,0.433,0.333,0.668
308,Felicia Kim,regular,2019-20,SkyBirds,25,18.1,7.9,,2.8,0.3,0.6,0.439,0.331,0.689
309,Kathleen Donaldson,regular,2019-20,SparkiFY,65,25.2,11.8,4.2,2.4,0.8,0.7,0.412,0.32,0.726
310,Elizabeth Wade,regular,2019-20,UnitedWeCode,45,27.8,17.5,4.3,2.5,0.9,0.9,0.509,0.344,
311,Douglas Richards,regular,2019-20,SkyBirds,56,19.8,5.8,2.5,2.9,0.8,0.2,0.456,0.291,
312,Courtney Lee,regular,2019-20,UnitedWeCode,20,29.5,6.2,3.2,1.2,0.6,0.2,0.407,0.256,0.684
313,Anthony Gregory,regular,2019-20,UnitedWeCode,51,26.9,2.9,3.0,1.3,0.4,0.3,0.351,0.318,0.721
314,Victoria Lucas,regular,2019-20,UnitedWeCode,47,17.7,12.3,6.1,2.8,0.6,0.8,0.439,0.347,0.786
315,James Harrell,elite_defender,2019-20,VBADragons,57,20.2,11.1,7.8,3.4,2.2,2.2,0.405,0.252,0.739
316,Lonnie Peterson,regular,2019-20,SkyBirds,72,17.7,11.9,4.9,3.0,0.5,0.3,0.472,0.351,
317,Lisa Bauer,regular,2019-20,SparkiFY,74,28.8,14.2,5.4,4.6,1.6,0.5,0.465,0.311,0.73
318,Sarah Dyer,regular,2019-20,BIsupremE,31,18.8,16.5,4.8,,1.6,0.9,0.432,0.305,0.842
319,Aaron Perez,regular,2019-20,VBADragons,51,17.8,5.8,2.8,1.0,0.8,0.4,0.393,0.312,0.722
320,Brandi Hall,regular,2019-20,BIsupremE,30,16.5,,7.7,4.7,0.9,0.9,0.518,0.379,0.802
321,Melissa Doyle,elite_playmaker,2019-20,HtmlERS,59,17.1,,6.2,9.0,2.4,0.1,0.443,0.353,0.838
322,Katelyn Raymond,regular,2019-20,KeyBoardWarriors,30,25.3,14.1,6.4,5.0,1.3,1.2,0.419,0.35,0.77
323,Jasmine Richmond,elite_defender,2019-20,VBADragons,30,24.1,14.1,8.2,3.5,2.9,2.3,0.548,0.275,0.767
324,Steven Taylor,regular,2019-20,VBADragons,60,16.3,16.8,5.8,4.6,0.8,0.7,0.511,0.363,0.708
325,Zachary Fry,elite_defender,2019-20,LutammS,51,13.4,10.9,10.6,1.8,1.8,2.1,0.425,0.356,0.673
326,Christina Morris,regular,2019-20,BIsupremE,71,36.3,15.2,3.7,4.0,0.5,0.4,0.432,0.366,0.791
327,Corey Anderson,regular,2019-20,BIsupremE,42,32.4,17.8,3.7,3.9,0.6,0.8,0.439,0.36,0.776
328,David Page,regular,2019-20,SkyBirds,35,31.2,10.0,4.1,1.5,0.5,0.3,0.459,0.33,0.765
329,Mark Hamilton,regular,2019-20,VBADragons,41,25.4,7.0,4.7,1.8,1.1,0.7,0.391,0.285,0.792
330,Theresa Cook,elite_scorer,2019-20,UnitedWeCode,62,31.6,20.7,6.9,4.9,1.1,0.2,0.617,0.406,0.835
331,Desiree Bailey,regular,2019-20,SkyBirds,67,27.1,11.0,6.6,3.2,1.4,0.5,0.443,0.379,0.758
332,Paul Simmons,regular,2019-20,HtmlERS,70,29.3,5.5,3.3,2.6,1.1,0.8,0.397,0.322,0.784
333,Sean Wilson,elite_scorer,2019-20,UnitedWeCode,34,37.9,20.4,2.1,4.8,0.9,0.1,0.629,0.42,0.805
334,Darlene Hawkins,regular,2019-20,SkyBirds,32,16.4,15.8,3.3,3.6,0.7,0.8,0.511,0.339,0.839
335,Daniel Villegas,regular,2019-20,VBADragons,26,18.4,10.6,2.2,2.5,1.2,0.6,0.418,0.342,0.654
336,Valerie Hill,regular,2019-20,LutammS,69,14.2,8.6,2.5,1.9,0.4,0.3,0.431,0.327,0.698
337,Matthew Norman,regular,2019-20,KeyBoardWarriors,58,31.5,10.3,6.3,4.5,0.7,1.0,0.41,0.328,0.798
338,William Knight,regular,2019-20,VBADragons,55,34.0,,7.7,3.0,1.1,1.1,0.418,0.33,0.803
339,Kathy Walton,regular,2019-20,KeyBoardWarriors,33,16.8,6.2,3.2,3.0,0.7,0.3,0.439,0.357,0.689
340,Joseph Freeman,regular,2019-20,UnitedWeCode,51,27.1,14.4,,4.8,1.6,1.1,0.506,0.366,0.815
341,Lisa Andrade,regular,2019-20,LutammS,22,30.9,7.0,2.6,0.7,0.4,0.2,0.442,0.317,0.667
342,Michelle Marsh,regular,2019-20,BIsupremE,38,27.3,16.2,6.4,3.3,1.7,0.4,0.445,0.312,0.742
343,Dominique Johnson,regular,2019-20,UnitedWeCode,60,12.2,10.0,4.3,2.5,0.7,0.3,0.461,,0.772
344,Michael Fletcher,regular,2019-20,VBADragons,38,34.2,12.0,6.2,3.9,0.7,1.0,0.42,0.323,0.723
345,John Brown,regular,2019-20,HtmlERS,64,25.3,11.2,3.8,2.4,1.0,0.5,0.444,0.282,0.73
346,Brittney Tate,regular,2019-20,SparkiFY,76,20.6,6.5,4.3,2.1,0.9,0.6,0.464,0.321,
347,Wendy Chandler,regular,2019-20,BIsupremE,63,28.1,6.3,3.3,0.8,0.8,0.5,0.443,0.27,0.606
348,Shane Johnson,elite_playmaker,2019-20,LutammS,81,18.4,17.1,,11.1,2.4,0.1,0.49,0.393,0.843
349,Erin Stafford,regular,2019-20,BIsupremE,24,20.8,6.5,,2.4,0.5,0.6,0.454,0.292,0.689
350,April Hart,regular,2019-20,BIsupremE,65,34.7,6.7,3.0,1.9,0.4,0.2,0.428,0.264,0.73
351,Christopher Flores,regular,2019-20,KeyBoardWarriors,26,37.8,13.6,,3.8,1.7,0.5,0.46,0.313,0.784
352,Brittany Pratt,regular,2019-20,VBADragons,57,21.9,4.2,1.1,1.7,0.3,0.3,0.446,0.277,0.738
353,Mark Decker,regular,2019-20,KeyBoardWarriors,48,28.9,7.0,4.5,1.4,1.0,0.8,0.443,0.283,0.738
354,Brianna Peters,elite_playmaker,2019-20,LutammS,27,13.3,20.3,6.5,,2.2,1.0,0.515,0.354,0.826
355,James Neal,regular,2019-20,SparkiFY,68,34.8,10.6,,3.0,0.3,0.5,0.42,,0.724
356,Derrick Fisher,regular,2019-20,KeyBoardWarriors,70,33.9,14.8,3.2,2.8,1.0,0.6,0.486,0.366,0.826
357,Olivia Parrish,regular,2019-20,LutammS,66,26.2,9.7,4.4,4.1,0.7,0.6,0.49,0.338,0.775
358,Shirley Lee,regular,2019-20,LutammS,79,32.9,6.7,4.5,1.2,1.0,0.5,0.459,0.324,
359,Rebecca Harrison,elite_playmaker,2019-20,SkyBirds,51,14.9,21.5,3.8,10.8,,0.5,0.523,0.4,0.807
360,Frank Mosley,regular,2019-20,SkyBirds,71,33.2,7.4,3.0,1.9,0.7,0.6,0.383,0.323,0.718
361,Stephanie Mcpherson,regular,2019-20,KeyBoardWarriors,24,18.9,16.8,6.3,3.0,0.7,0.5,0.403,0.316,0.702
362,Michael Walker,regular,2019-20,KeyBoardWarriors,79,37.8,2.0,1.1,,0.5,0.4,0.435,0.322,0.723
363,Sandy Marquez,regular,2019-20,HtmlERS,67,25.5,9.9,6.6,4.7,0.9,0.4,0.429,,0.751
364,Sara Daniel,regular,2019-20,UnitedWeCode,61,37.6,16.7,3.9,3.0,1.0,,0.44,0.376,0.755
365,Tracey Blair,elite_playmaker,2019-20,HtmlERS,75,19.7,23.4,3.3,11.7,1.6,0.6,0.513,0.403,0.837
366,Lori Livingston,elite_defender,2019-20,HtmlERS,55,17.4,12.3,7.8,1.6,2.0,2.8,0.372,0.347,0.694
367,Russell Gillespie,regular,2019-20,LutammS,64,31.6,16.1,8.0,3.0,1.5,1.2,0.45,0.354,0.702
368,Robert Woodward,regular,2019-20,KeyBoardWarriors,46,28.0,3.9,1.7,1.7,0.6,0.2,0.411,0.307,0.616
369,Amber Davidson,regular,2019-20,VBADragons,65,18.3,8.4,3.9,1.7,0.5,0.5,0.412,0.304,0.697
370,Alec Morgan,regular,2019-20,SkyBirds,51,26.1,9.1,5.0,4.6,0.9,0.8,0.478,0.302,0.847
371,Joshua Smith,regular,2019-20,BIsupremE,33,33.7,17.0,6.5,4.9,1.6,0.3,0.434,0.313,0.827
372,Lawrence Scott,elite_defender,2019-20,VBADragons,35,20.9,12.0,11.1,2.5,1.9,2.1,0.389,0.37,0.688
373,Daniel Scott,regular,2019-20,VBADragons,43,25.7,8.3,,2.6,0.5,0.6,0.429,0.346,0.692
374,Michelle Lewis,regular,2019-20,KeyBoardWarriors,56,19.6,4.7,3.1,1.3,0.7,0.2,0.378,0.267,0.703
375,Holly Braun,regular,2019-20,LutammS,32,38.0,16.1,5.8,4.0,0.5,0.6,0.5,0.327,0.76
376,Albert Dawson,regular,2019-20,KeyBoardWarriors,73,27.8,9.8,3.0,2.6,0.7,0.3,0.465,0.331,
377,Dennis Lopez,regular,2019-20,KeyBoardWarriors,70,29.7,7.0,2.8,2.2,1.1,0.3,0.417,0.346,0.676
378,Kyle Hardin,regular,2019-20,HtmlERS,65,19.3,17.4,3.2,3.1,1.4,0.9,0.52,0.321,0.795
379,Nancy Davis,regular,2019-20,SparkiFY,81,27.9,10.9,2.5,2.7,0.9,0.6,0.406,0.35,0.687
380,Kristy Miller,regular,2019-20,HtmlERS,79,35.1,16.7,8.0,4.7,1.5,0.6,0.405,0.375,0.743
381,Michael Cooke,regular,2019-20,HtmlERS,42,25.9,,8.0,2.9,0.8,0.4,0.474,0.338,0.708
382,Nichole Rodriguez,regular,2019-20,KeyBoardWarriors,39,34.4,,6.4,4.0,0.6,0.8,0.515,0.372,0.805
383,Ashley Fisher,elite_playmaker,2019-20,BIsupremE,22,25.4,23.0,5.3,11.7,1.1,0.5,0.513,0.418,0.852
384,Emily Trevino,regular,2019-20,UnitedWeCode,45,26.3,4.7,1.9,1.6,0.5,0.2,0.449,,0.646
385,Angela Frederick,regular,2019-20,HtmlERS,39,13.5,8.7,4.4,4.2,0.7,0.4,0.434,,0.725
386,Peggy Martin,regular,2019-20,LutammS,59,34.9,11.1,5.2,,1.0,0.9,0.431,0.308,0.817
387,Brian Gonzalez,elite_scorer,2019-20,LutammS,71,32.8,22.1,5.4,,1.9,0.3,0.602,0.371,0.882
388,William Neal,regular,2019-20,VBADragons,21,32.6,15.2,4.7,2.0,1.2,1.1,0.47,0.323,0.753
389,Melissa Simon,regular,2019-20,HtmlERS,27,12.9,6.9,4.6,1.2,,,0.429,0.296,0.735
0,Robert Smith,regular,2020-21,SkyBirds,35,20.9,9.3,5.3,,1.2,0.5,0.428,0.303,0.835
1,Mandy Evans,regular,2020-21,SparkiFY,41,34.0,15.4,3.6,2.5,0.9,0.3,0.471,0.353,0.848
2,Miguel Lee,regular,2020-21,SkyBirds,70,33.5,14.9,3.6,3.7,0.6,1.1,0.427,0.363,0.801
3,Ashlee Martin,regular,2020-21,HtmlERS,77,31.1,3.0,2.5,0.6,0.8,0.5,0.431,0.276,0.675
4,David Hamilton,regular,2020-21,SparkiFY,27,16.5,15.7,7.0,4.2,1.5,0.8,0.48,,0.768
5,Anna Thompson,regular,2020-21,HtmlERS,52,16.8,13.7,5.4,2.5,0.9,1.1,0.512,0.356,0.825
6,Angela Kelly,regular,2020-21,SkyBirds,71,34.0,,7.9,2.7,0.6,0.4,0.494,0.358,0.833
7,Susan Davis,regular,2020-21,BIsupremE,82,25.4,5.8,2.0,1.0,0.4,0.3,0.442,0.256,0.736
8,Tiffany Jenkins,regular,2020-21,KeyBoardWarriors,71,12.1,12.6,7.9,3.5,1.8,0.8,0.443,0.326,0.712
9,William Hernandez,regular,2020-21,VBADragons,53,31.6,5.5,2.2,1.6,0.9,0.4,0.429,0.307,0.781
10,Jennifer Lee,regular,2020-21,SkyBirds,45,33.7,13.3,3.0,2.5,0.5,0.3,0.464,0.338,0.732
11,Matthew Johnson,regular,2020-21,LutammS,22,13.4,14.0,5.8,2.9,1.5,1.0,0.467,0.337,0.827
12,Matthew Ponce,regular,2020-21,SkyBirds,73,30.4,9.7,,1.4,0.6,0.4,0.438,,0.773
13,Tiffany Garner,regular,2020-21,SkyBirds,37,13.1,12.0,4.1,1.3,0.8,0.6,0.459,0.359,0.734
14,Adam Bentley,regular,2020-21,LutammS,67,15.6,9.4,4.8,2.9,1.0,0.4,0.418,0.354,0.799
15,Monica Townsend,regular,2020-21,HtmlERS,72,37.1,8.8,5.6,3.7,0.5,1.2,0.479,0.325,0.709
16,Harold Garcia,regular,2020-21,SkyBirds,61,36.8,17.5,7.6,4.9,1.6,1.1,,0.343,0.84
17,Robert Mcclure,elite_defender,2020-21,BIsupremE,43,30.3,,,1.6,2.1,1.1,,0.361,0.834
18,Belinda Doyle,regular,2020-21,LutammS,30,18.3,4.2,1.9,1.4,,0.4,0.399,0.254,0.666
19,Jesse Mills,regular,2020-21,VBADragons,20,13.6,15.5,5.9,2.6,1.1,0.6,0.45,0.337,
20,Jenna Summers,regular,2020-21,UnitedWeCode,40,13.9,,4.1,5.0,1.1,0.3,0.458,0.376,0.828
21,Lindsay Hall,regular,2020-21,HtmlERS,30,23.0,4.9,2.2,1.6,0.3,0.3,0.44,0.303,0.687
22,Morgan Robinson,regular,2020-21,LutammS,79,32.5,13.3,3.2,2.6,0.9,0.5,0.463,0.354,0.787
23,Laurie Peters,regular,2020-21,HtmlERS,38,29.6,2.3,3.4,1.3,0.4,0.5,0.381,0.27,0.725
24,Jacob Chapman,elite_defender,2020-21,UnitedWeCode,38,21.0,11.4,10.0,2.9,,2.1,0.364,,0.749
25,April Benjamin,regular,2020-21,KeyBoardWarriors,70,32.5,8.4,7.7,3.7,0.5,0.9,0.501,0.315,0.804
26,Bob Martin,regular,2020-21,SkyBirds,53,29.0,11.3,2.1,2.6,0.4,0.8,0.395,0.285,0.719
27,Tonya Collier,regular,2020-21,LutammS,72,33.7,10.7,4.2,2.5,0.4,0.3,0.443,0.296,0.663
28,Edward Perez,regular,2020-21,BIsupremE,81,17.3,11.7,6.0,4.8,1.1,0.7,0.475,0.369,0.725
29,Amber Moore,regular,2020-21,SparkiFY,56,12.5,6.1,4.3,,0.8,0.4,0.477,0.28,0.72
30,Mario Williams,regular,2020-21,VBADragons,59,37.9,4.7,1.7,0.8,0.4,0.2,0.396,0.321,0.634
31,Jennifer Miller,regular,2020-21,KeyBoardWarriors,41,16.9,14.5,7.5,2.1,0.8,0.5,0.505,0.335,0.707
32,Virginia Knapp,regular,2020-21,SkyBirds,51,21.4,14.4,5.3,4.6,0.7,1.1,,0.374,0.761
33,Kristina Barton,regular,2020-21,SkyBirds,45,21.1,5.5,1.4,2.0,0.5,0.1,0.396,0.275,0.689
34,Michael Shelton,regular,2020-21,SkyBirds,52,27.8,15.9,5.9,3.2,1.6,0.6,0.509,0.338,0.808
35,Kathleen Castillo,regular,2020-21,HtmlERS,58,36.1,12.2,6.4,3.3,1.2,,0.449,0.355,0.792
36,Bryan Sims,regular,2020-21,SparkiFY,76,22.7,10.3,4.7,1.3,0.8,0.3,0.397,0.313,0.716
37,Mark Bishop,regular,2020-21,BIsupremE,53,27.6,7.6,3.1,1.8,0.8,0.6,0.449,0.312,0.655
38,Robert Cisneros,regular,2020-21,BIsupremE,21,13.7,7.5,4.1,1.1,1.1,0.8,0.424,0.306,0.737
39,James Mack,elite_scorer,2020-21,BIsupremE,41,27.1,27.3,6.4,5.9,1.7,0.8,0.6,0.403,0.9
40,Holly Hawkins,regular,2020-21,VBADragons,66,34.6,,3.7,2.8,0.4,0.7,0.419,0.287,0.766
41,Christopher Martin,regular,2020-21,LutammS,26,29.3,10.9,3.0,2.8,0.5,0.5,0.424,,0.653
42,Tammy Hall,regular,2020-21,SkyBirds,26,32.3,2.5,2.5,0.7,0.4,0.4,0.407,0.289,0.608
43,Frank Roberts,regular,2020-21,UnitedWeCode,64,23.2,7.4,4.1,1.3,0.6,0.6,0.403,0.349,0.738
44,Amanda Stone,regular,2020-21,SparkiFY,38,26.1,17.8,6.1,4.2,1.2,0.5,0.501,,0.844
45,Aaron Smith,regular,2020-21,SkyBirds,61,14.4,2.1,2.9,1.6,0.5,0.2,0.399,0.321,0.655
46,Tyler Lopez,regular,2020-21,KeyBoardWarriors,81,31.8,16.4,5.5,3.6,1.8,0.3,0.424,0.338,0.831
47,Cathy Lindsey,regular,2020-21,LutammS,25,15.2,10.6,,4.0,,0.5,0.485,0.38,0.788
48,Cody Wagner,regular,2020-21,VBADragons,64,35.4,6.5,2.8,1.5,0.7,0.3,0.405,0.278,0.719
49,Richard Tyler,regular,2020-21,UnitedWeCode,55,24.0,11.6,2.1,2.0,0.9,0.3,0.399,0.347,0.757
50,Stephanie Butler,regular,2020-21,SparkiFY,47,22.9,11.8,5.2,3.9,1.1,0.8,0.453,0.321,
